player_id,player_name,team_name,total_oris,avg_oris,num_runs
22676,Hina Sugita,"Portland Thorns FC, Women",30.5,1.326086956521739,23
22728,Christine Sinclair,"Portland Thorns FC, Women",11.01,1.2233333333333334,9
22733,Jessie Alexandra Fleming,"Portland Thorns FC, Women",15.519999999999998,1.2933333333333332,12
22812,Rebecca Elizabeth Sauerbrunn,"Portland Thorns FC, Women",3.57,1.19,3
22820,Tierna Lillis Davidson,"NJ/NY Gotham FC, Women",9.18,1.02,9
22822,Emily Ann Sonnett,"NJ/NY Gotham FC, Women",15.2,2.533333333333333,6
22824,Rosemary Kathleen Lavelle,"NJ/NY Gotham FC, Women",62.77000000000001,1.5692500000000003,40
42754,Lynn Williams Biyendolo,"NJ/NY Gotham FC, Women",81.26,1.9819512195121953,41
42801,Sophia Olivia Smith,"Portland Thorns FC, Women",38.21999999999999,1.1943749999999997,32
56164,Reyna Rene Reyes Stubblefield,"Portland Thorns FC, Women",24.16,2.6844444444444444,9
57092,Ann-Katrin Berger,"NJ/NY Gotham FC, Women",3.92,3.92,1
57093,Jessica Carter,"NJ/NY Gotham FC, Women",16.48,2.7466666666666666,6
57100,Morgan Weaver,"Portland Thorns FC, Women",25.2,1.1454545454545455,22
57108,Yazmeen Ryan,"NJ/NY Gotham FC, Women",89.19999999999997,1.7839999999999996,50
57110,Kelli Hubly,"Portland Thorns FC, Women",5.09,1.2725,4
57120,Nealy Martin,"NJ/NY Gotham FC, Women",-0.06999999999999999,-0.06999999999999999,1
64101,Esther Gonzalez Rodriguez,"NJ/NY Gotham FC, Women",71.97000000000001,1.3840384615384618,52
68397,Bruna Santos Nhaia,"NJ/NY Gotham FC, Women",8.64,2.8800000000000003,3
151093,Olivia Moultrie,"Portland Thorns FC, Women",5.76,0.5236363636363636,11
151106,Mandy Freeman,"NJ/NY Gotham FC, Women",42.339999999999996,2.016190476190476,21
151171,Ella  Stevens,"NJ/NY Gotham FC, Women",65.47000000000001,1.4879545454545458,44
156935,Delanie Sheehan,"NJ/NY Gotham FC, Women",9.47,4.735,2
167391,Samantha Grace Coffey,"Portland Thorns FC, Women",37.62,2.687142857142857,14
609837,Jenna Nighswonger,"NJ/NY Gotham FC, Women",18.5,2.642857142857143,7
815762,Reilyn Turner,"Portland Thorns FC, Women",20.17,2.0170000000000003,10
815777,Marie MÃ¼ller,"Portland Thorns FC, Women",36.989999999999995,2.642142857142857,14
819143,Payton Linnehan,"Portland Thorns FC, Women",14.120000000000001,1.7650000000000001,8
